date,open,high,low,close,volume
2023-02-21,480.51,482.4,475.2,479.19,1379425
2023-02-22,478.81,481.67,477.47,479.53,900548
2023-02-23,480.0,483.09,475.53,479.08,917415
2023-02-24,479.46,481.8,477.3,480.4,1009522
2023-02-27,480.53,484.1,477.19,479.49,1149228
2023-02-28,477.04,478.53,471.82,474.26,1155631
2023-03-01,473.27,477.215,471.29,474.33,957722
2023-03-02,472.98,479.17,472.97,478.31,835810
2023-03-03,478.9,479.5361,476.38,477.89,1060540
2023-03-06,476.82,481.8,476.82,480.17,905744
2023-03-07,481.5,485.09,478.0,478.66,1137895
2023-03-08,481.04,487.6403,476.71,479.5,1253138
2023-03-09,483.0,483.26,474.61,475.85,1035072
2023-03-10,475.71,482.3,474.42,475.5,1335057
2023-03-13,471.87,478.9044,470.795,477.33,1701202
2023-03-14,480.29,481.27,474.87,478.87,1761423
2023-03-15,475.0,475.13,464.5707,473.31,2273507
2023-03-16,470.94,478.05,467.74,473.24,1633150
2023-03-17,474.12,474.92,463.29,465.87,6525176
2023-03-20,468.22,477.765,465.21,475.7,1515475
2023-03-21,478.87,479.25,471.3,474.76,1069059
2023-03-22,475.44,476.7699,468.32,468.9,1261876
2023-03-23,468.63,470.95,466.5,467.9,1168501
2023-03-24,467.9,475.67,467.1484,474.54,1126060
2023-03-27,477.11,477.56,472.41,473.39,1273024
2023-03-28,474.0,475.61,471.16,471.44,1076126
2023-03-29,471.26,474.3,470.68,474.19,1146490
2023-03-30,474.54,475.8,471.73,473.18,950392
2023-03-31,474.19,475.35,471.03,472.73,1409664
2023-04-03,473.0,487.9004,472.75,486.62,1656866
2023-04-04,485.59,490.63,484.75,488.54,1081320
2023-04-05,488.0,493.825,487.03,489.99,1305943
2023-04-06,491.47,496.975,489.01,490.17,1093500
2023-04-10,491.77,498.415,491.77,496.75,1024500
2023-04-11,496.38,496.75,487.01,487.84,1224239
2023-04-12,482.8,491.25,481.69,488.1,1105640
2023-04-13,486.82,493.51,485.979,492.14,909542
2023-04-14,489.94,491.5,485.11,487.99,843217
2023-04-17,486.57,492.257,486.57,489.64,1285097
2023-04-18,499.0,508.1,498.0,501.41,2561788
2023-04-19,502.0,503.33,493.88,495.16,962227
2023-04-20,495.83,495.83,489.06,490.6,839984
2023-04-21,491.24,491.2834,480.61,482.55,1382714
2023-04-24,482.39,483.53,478.72,480.92,955282
2023-04-25,480.7,480.92,475.56,475.58,839245
2023-04-26,473.95,473.95,459.6,461.62,1560077
2023-04-27,461.85,466.33,461.15,465.0,1491502
2023-04-28,464.82,466.16,462.395,464.45,1040270
2023-05-01,465.04,471.08,464.55,469.43,1524523
2023-05-02,468.38,468.53,457.25,458.89,1105493
2023-05-03,458.2,459.4748,452.69,453.07,1116729
2023-05-04,453.66,454.04,446.21,451.93,962887
2023-05-05,452.69,457.1,452.08,455.54,930634
2023-05-08,456.49,458.3,450.065,450.96,808318
2023-05-09,452.9,453.9099,450.1001,452.04,623917
2023-05-10,452.81,453.29,448.71,453.15,851078
2023-05-11,450.58,452.2195,448.54,450.69,645427
2023-05-12,452.8,453.87,447.8,450.79,696606
2023-05-15,450.79,453.35,449.42,451.92,668310
2023-05-16,452.09,452.44,447.66,447.73,569703
2023-05-17,450.0,458.41,449.94,457.3,1101942
2023-05-18,455.41,456.74,449.4,455.75,1456533
2023-05-19,457.03,458.27,452.86,454.49,804256
2023-05-22,454.0,457.365,451.5903,454.72,628089
2023-05-23,452.11,456.4,450.0,452.63,1027289
2023-05-24,453.24,456.7431,451.18,452.72,858759
2023-05-25,451.5,451.5,439.7,442.83,1205011
2023-05-26,442.86,451.77,442.1,448.45,1135533
2023-05-30,448.08,449.05,444.24,447.97,1163307
2023-05-31,444.62,445.93,443.0,444.01,1456839
2023-06-01,445.6,450.78,443.4201,449.67,878675
2023-06-02,452.12,456.355,450.555,454.49,894658
2023-06-05,456.14,456.76,452.48,454.69,807333
2023-06-06,456.52,459.34,454.3944,458.63,816865
2023-06-07,458.12,463.75,455.01,461.75,893317
2023-06-08,462.18,466.42,461.46,464.17,863512
2023-06-09,465.39,465.39,460.39,462.69,713249
2023-06-12,462.79,462.87,458.18,459.87,954660
2023-06-13,456.01,456.9699,445.89,452.37,1486493
2023-06-14,451.41,453.42,448.57,452.55,945891
2023-06-15,454.0,458.5059,453.92,455.95,892547
2023-06-16,457.73,461.77,456.6,459.17,1642807
2023-06-20,459.48,461.89,457.48,458.38,775250
2023-06-21,461.06,467.17,458.01,466.04,907074
2023-06-22,465.52,466.05,461.5,463.43,688681
2023-06-23,463.52,465.42,458.13,459.36,1348206
2023-06-26,455.94,456.16,446.68,452.8,997176
2023-06-27,452.79,455.63,452.42,453.15,671166
2023-06-28,453.58,453.76,447.46,449.66,848995
2023-06-29,449.92,457.53,448.78,457.44,684263
2023-06-30,459.24,462.67,456.79,460.38,982764
2023-07-03,460.0,463.33,457.55,462.58,385446
2023-07-05,461.57,463.3499,458.935,462.76,625509
2023-07-06,463.0,463.0,459.34,461.64,675968
2023-07-07,460.0,461.89,458.1,458.71,642167
2023-07-10,458.5,462.59,458.05,460.38,718374
2023-07-11,461.27,467.1,459.79,466.29,709253
2023-07-12,467.2,467.22,461.12,461.96,1067254
2023-07-13,461.0,467.44,460.33,466.38,821864
2023-07-14,466.0,466.52,462.36,464.31,933202
2023-07-17,466.29,473.9899,465.62,469.97,1890261
2023-07-18,474.37,479.5,454.2841,455.7,3122613
2023-07-19,457.0,459.2832,448.11,451.51,2141500
2023-07-20,452.63,458.2,452.0001,456.01,1354029
2023-07-21,454.81,456.935,453.35,454.76,934414
2023-07-24,456.0,457.945,454.0364,456.8,892432
2023-07-25,452.43,454.76,447.42,454.15,1207812
2023-07-26,454.33,457.05,451.87,452.81,1322292
2023-07-27,451.5,452.42,445.32,448.64,1603778
2023-07-28,448.0,450.65,446.49,449.0,1163175
2023-07-31,449.71,449.71,444.63,446.37,1806448
2023-08-01,447.03,453.12,446.9,451.28,1048012
2023-08-02,451.28,453.13,447.91,448.56,905975
2023-08-03,447.32,450.2,445.98,447.92,1240780
2023-08-04,448.58,450.29,445.31,445.72,846951
2023-08-07,447.32,450.47,446.276,449.78,746803
2023-08-08,449.0,450.51,447.57,449.47,791637
2023-08-09,450.08,454.05,449.99,452.81,1211810
2023-08-10,452.0,453.97,449.26,450.05,688916
2023-08-11,451.18,454.09,450.52,454.05,690706
2023-08-14,454.59,455.61,449.66,450.08,752307
2023-08-15,448.0,450.0,443.28,443.58,725274
2023-08-16,442.86,447.03,442.3,445.13,821965
2023-08-17,446.64,450.22,446.435,446.68,635778
2023-08-18,445.42,455.365,445.38,450.06,1075714
2023-08-21,449.84,453.03,449.0,451.49,573502
2023-08-22,451.74,453.89,450.46,452.94,671893
2023-08-23,454.58,454.89,452.085,454.57,1043311
2023-08-24,453.26,457.67,452.44,452.55,697790
2023-08-25,455.26,455.26,449.06,451.09,785305
2023-08-28,450.81,453.33,450.2701,452.32,641013
2023-08-29,452.32,453.26,444.49,448.4,1053749
2023-08-30,449.44,455.92,448.485,452.41,876092
2023-08-31,450.82,453.62,448.14,448.35,826499
2023-09-01,450.32,451.89,447.78,448.18,668746
2023-09-05,448.0,448.33,445.05,445.19,854110
2023-09-06,440.24,441.34,423.66,423.94,2547965
2023-09-07,424.0,427.775,422.0,425.94,1195778
2023-09-08,426.33,426.44,422.25,423.09,1162522
2023-09-11,422.22,422.725,416.515,420.66,1618480
2023-09-12,419.54,420.1125,415.94,417.83,1307739
2023-09-13,419.82,422.25,418.5801,420.99,971568
2023-09-14,420.73,426.655,420.73,425.89,992409
2023-09-15,423.91,428.88,423.71,424.05,1681583
2023-09-18,427.66,431.45,426.6,429.86,951207
2023-09-19,430.25,431.075,425.06,425.31,862437
2023-09-20,426.95,430.85,426.67,426.95,1044263
2023-09-21,425.73,426.61,417.19,417.54,1669759
2023-09-22,415.94,417.5,413.225,413.65,1453371
2023-09-25,413.23,413.95,411.51,412.9,748376
2023-09-26,410.63,411.27,407.7472,408.75,1107966
2023-09-27,409.18,410.0,405.72,408.72,1317558
2023-09-28,409.9,412.86,408.815,410.96,819809
2023-09-29,410.96,411.4469,407.59,408.96,764063
2023-10-02,408.96,410.9899,405.89,407.82,733257
2023-10-03,407.39,407.5,402.59,403.83,899181
2023-10-04,400.66,402.0,397.105,401.33,1243459
2023-10-05,400.96,401.4299,394.62,397.35,1162794
2023-10-06,395.4,402.415,393.77,400.73,1135594
2023-10-09,428.72,436.6,423.39,436.53,5343747
2023-10-10,441.52,442.62,432.53,435.1,2626166
2023-10-11,434.72,438.8,433.3,436.65,1419534
2023-10-12,438.05,439.09,430.1098,434.14,1122110
2023-10-13,438.53,443.12,434.67,441.06,1520907
2023-10-16,439.42,443.4995,434.39,440.41,1931317
2023-10-17,436.56,452.79,435.13,441.13,3103947
2023-10-18,443.31,447.89,440.2668,446.07,2024122
2023-10-19,443.66,449.67,442.1915,449.18,2012401
2023-10-20,451.37,452.6,444.01,444.17,1715061
2023-10-23,444.21,452.06,443.49,446.16,1502365
2023-10-24,449.13,450.61,440.34,440.9,1367136
2023-10-25,444.34,449.38,443.68,447.69,1228868
2023-10-26,448.01,451.09,443.68,445.97,1432131
2023-10-27,443.42,447.6587,440.235,443.39,1288649
2023-10-30,444.42,446.86,442.8,445.84,948802
2023-10-31,447.3,455.13,445.41,454.64,1418804
2023-11-01,456.33,456.7,451.46,452.38,1267032
2023-11-02,450.75,458.224,450.75,458.04,1242239
2023-11-03,455.11,457.76,451.13,453.34,1365625
2023-11-06,454.84,454.84,450.64,451.16,1440995
2023-11-07,453.16,453.16,449.69,450.15,1220143
2023-11-08,450.15,451.7713,444.03,444.66,1386408
2023-11-09,445.41,445.61,439.6754,442.46,1775623
2023-11-10,444.01,445.83,440.97,444.87,1525619
2023-11-13,445.0,448.57,443.29,445.03,1003947
2023-11-14,443.0,446.73,441.86,444.22,1336811
2023-11-15,443.47,448.01,443.47,445.14,1098462
2023-11-16,445.8,447.67,443.55,445.59,912979
2023-11-17,446.64,447.23,444.22,444.68,898624
2023-11-20,444.03,445.59,440.76,443.81,982113
2023-11-21,445.0,448.57,444.155,448.15,1177877
2023-11-22,447.5,451.7,447.5,450.4,833765
2023-11-24,451.69,452.59,449.74,452.01,326644
2023-11-27,451.86,452.8299,445.43,445.49,1497004
2023-11-28,447.86,450.88,446.0,448.27,1124950
2023-11-29,449.54,449.54,443.91,445.01,1272912
2023-11-30,443.0,447.86,442.51,447.77,1514694
2023-12-01,448.4,450.66,448.15,449.41,856928
2023-12-04,447.37,450.96,446.11,450.69,1265775
2023-12-05,450.29,450.6437,445.9,446.24,1055774
2023-12-06,445.5,450.44,445.5,449.41,863468
2023-12-07,450.42,451.39,446.29,447.11,861191
2023-12-08,448.57,450.53,447.4595,448.02,761176
2023-12-11,451.88,453.26,449.51,451.26,1021581
2023-12-12,451.68,453.75,450.37,451.63,1008242
2023-12-13,452.95,454.19,450.5,451.44,1300265
2023-12-14,450.51,450.87,441.44,445.27,1891203
2023-12-15,441.0,444.545,438.71,441.81,3973469
2023-12-18,442.71,447.26,442.27,446.91,1197385
2023-12-19,447.68,448.59,446.15,447.79,691921
2023-12-20,448.04,448.5499,442.57,442.6,1306864
2023-12-21,444.24,448.1,444.215,448.02,637239
2023-12-22,450.0,451.74,448.11,448.22,623775
2023-12-26,448.15,451.44,447.82,450.18,516985
2023-12-27,448.55,451.0185,448.41,448.97,698858
2023-12-28,448.97,451.825,448.46,451.23,741854
2023-12-29,452.0,453.5,451.148,453.24,832537
2024-01-02,454.3,462.05,454.3,456.12,1206678
2024-01-03,458.79,464.1,457.805,459.12,1174302
2024-01-04,462.31,463.95,457.77,457.87,1087809
2024-01-05,460.04,460.11,453.27,456.5,701745
2024-01-08,454.41,458.69,453.5301,458.6,716216
2024-01-09,458.55,458.61,453.27,456.29,733045
2024-01-10,456.2,459.655,454.78,455.4,666085
2024-01-11,456.56,457.8,449.36,453.13,784784
2024-01-12,457.37,463.38,456.53,463.18,966475
2024-01-16,466.27,466.27,456.36,457.84,814920
2024-01-17,457.67,462.79,455.08,456.47,920830
2024-01-18,456.1,459.98,453.54,459.57,780470
2024-01-19,460.56,460.85,455.96,457.76,866575
2024-01-22,457.59,460.825,455.44,458.76,1216791
2024-01-23,458.59,459.0,433.89,439.67,3613453
2024-01-24,439.52,443.2,431.545,431.65,1761388
2024-01-25,430.0,433.9427,425.75,431.04,1813860
2024-01-26,431.97,433.4226,426.71,429.91,1260544
2024-01-29,431.0,432.03,425.57,428.01,1903320
2024-01-30,431.27,431.85,427.775,431.68,1016375
2024-01-31,432.35,433.72,429.0574,429.41,1120062
2024-02-01,430.23,431.77,426.7,429.77,1175196
2024-02-02,428.14,428.895,424.38,425.97,973880
2024-02-05,424.0,424.37,419.83,421.7,1379621
2024-02-06,421.98,429.02,420.36,426.95,1065843
2024-02-07,426.54,430.29,426.54,430.1,980872
2024-02-08,429.36,429.7516,425.73,427.0,972223
2024-02-09,427.53,427.665,424.47,426.5,1038785
2024-02-12,426.75,430.55,426.0,428.07,1007277
2024-02-13,429.34,431.9,423.24,426.52,1089533
2024-02-14,427.68,428.5,413.92,418.19,2503797
2024-02-15,418.58,423.35,418.58,423.12,1136780
2024-02-16,423.12,425.16,422.54,424.07,805983
2024-02-20,425.19,428.29,423.7701,424.27,1364125
2024-02-21,426.21,428.22,424.37,427.55,970022
2024-02-22,425.09,429.48,423.8325,428.89,1236978
2024-02-23,428.87,431.43,428.2,431.12,842229
2024-02-26,431.5,432.45,426.79,429.18,980642
2024-02-27,428.68,431.23,426.5,430.43,886991
2024-02-28,431.88,435.02,430.8401,432.48,1029529
2024-02-29,429.33,430.75,427.56,428.24,1503319
2024-03-01,427.9,428.91,424.0001,426.46,1059046
2024-03-04,428.57,433.88,426.95,431.94,1271868
2024-03-05,433.74,436.01,429.76,431.98,1038169
2024-03-06,431.98,433.81,430.915,433.48,775393
2024-03-07,434.0,435.58,429.48,429.99,1086001
2024-03-08,428.5,432.98,427.57,432.9,763168
2024-03-11,434.31,436.01,432.6,434.75,950307
2024-03-12,432.92,435.775,432.35,434.91,816250
2024-03-13,435.71,437.79,433.74,434.6,986099
2024-03-14,436.36,437.61,433.3,435.77,1151698
2024-03-15,433.15,438.21,433.15,435.82,5151336
2024-03-18,435.82,436.09,431.68,433.2,965427
2024-03-19,435.25,437.29,433.98,437.19,898856
2024-03-20,437.03,440.958,436.56,440.41,844995
2024-03-21,441.36,443.89,439.3301,443.16,912244
2024-03-22,444.5,446.25,443.67,445.88,1008295
2024-03-25,447.86,448.55,444.813,446.31,775124
2024-03-26,446.5,448.62,445.855,445.99,766716
2024-03-27,447.88,457.11,447.86,456.78,1277694
2024-03-28,456.8,457.11,453.95,454.87,1119541
2024-04-01,454.14,455.36,451.22,452.79,694839
2024-04-02,453.63,455.69,452.56,453.24,836691
2024-04-03,452.92,454.1469,447.59,447.9,756979
2024-04-04,450.26,455.98,447.145,454.04,1395566
2024-04-05,452.41,455.5732,449.85,455.38,890664
2024-04-08,456.0,457.0,452.27,452.38,750990
2024-04-09,448.69,452.06,446.18,447.57,841485
2024-04-10,444.69,452.61,442.835,451.71,1247755
2024-04-11,451.5,453.75,448.945,452.32,942782
2024-04-12,454.11,457.9799,450.11,450.4,1251154
2024-04-15,458.99,459.3001,451.63,453.08,2442119
2024-04-16,454.71,458.85,453.6251,454.31,1452309
2024-04-17,456.71,457.24,451.7301,456.05,848290
2024-04-18,454.84,458.05,454.2675,456.09,715044
2024-04-19,457.8,465.36,457.28,463.87,1388020
2024-04-22,465.23,469.54,460.41,461.33,1820925
2024-04-23,466.11,473.54,457.66,460.08,1789487
2024-04-24,462.7,463.69,456.06,459.14,1018853
2024-04-25,457.95,465.6,457.5263,464.78,927710
2024-04-26,463.9,466.0,459.17,461.29,857964
2024-04-29,461.99,467.65,461.955,467.55,951555
2024-04-30,467.08,467.975,463.615,464.93,711757
2024-05-01,462.61,465.4,460.56,461.73,995050
2024-05-02,461.1,463.6,459.0,463.2,1011394
2024-05-03,462.93,462.93,457.1701,461.91,910781
2024-05-06,463.16,463.4999,460.18,462.78,796391
2024-05-07,464.0,466.81,463.16,466.68,723436
2024-05-08,467.5,468.0,463.78,466.16,599051
2024-05-09,466.08,468.76,465.2101,468.39,595046
2024-05-10,469.0,470.62,467.975,468.88,482564
2024-05-13,469.88,472.345,469.5,470.56,634358
2024-05-14,471.11,471.11,466.8,467.18,565691
2024-05-15,466.28,467.4,463.51,464.08,804062
2024-05-16,463.6,468.32,453.0,464.83,1130786
2024-05-17,465.84,467.0,463.15,466.2,677219
2024-05-20,467.77,468.77,464.92,467.08,735291
2024-05-21,468.0,469.12,466.84,468.31,558976
2024-05-22,467.47,469.9,466.78,469.71,548809
2024-05-23,468.09,469.68,466.23,467.08,866955
2024-05-24,467.67,468.66,465.47,467.35,513802
2024-05-28,465.61,466.0,457.25,458.48,1150758
2024-05-29,455.98,456.0,451.8,452.72,1267964
2024-05-30,455.0,462.94,455.0,460.94,1173703
2024-05-31,460.9,470.36,459.49,470.34,1651560
2024-06-03,466.0,470.52,465.01,467.6,990132
2024-06-04,467.51,470.16,466.16,468.89,845778
2024-06-05,468.42,468.85,463.618,465.23,915412
2024-06-06,465.23,469.79,464.35,468.62,768313
2024-06-07,468.81,475.29,468.62,470.13,1042800
2024-06-10,470.75,470.75,465.755,467.46,900460
2024-06-11,465.68,466.5834,462.575,462.8,908416
2024-06-12,462.3,463.23,457.665,459.11,1026596
2024-06-13,458.64,459.75,456.01,458.56,742025
2024-06-14,456.5,458.56,454.44,458.34,702880
2024-06-17,457.75,459.19,456.305,459.01,669784
2024-06-18,459.8,460.7,457.39,460.0,658084
2024-06-20,460.0,467.4899,459.16,466.34,1041412
2024-06-21,467.15,469.8,463.65,467.6,3365244
2024-06-24,468.96,475.69,467.82,471.51,1031607
2024-06-25,470.82,471.62,466.66,468.07,715816
2024-06-26,467.0,468.1,463.72,466.99,932061
2024-06-27,468.88,468.88,465.305,467.13,871215
2024-06-28,470.05,471.7499,464.87,467.1,3472549
2024-07-01,470.77,471.68,464.76,466.44,562562
2024-07-02,465.6,466.67,464.0201,465.7,502492
2024-07-03,465.49,466.47,464.1298,466.03,313283
2024-07-05,464.98,465.0,459.69,462.16,631595
2024-07-08,462.68,464.57,461.12,461.76,447867
2024-07-09,461.7,462.6199,459.76,460.3,537209
2024-07-10,460.37,461.39,457.25,461.01,655973
2024-07-11,459.92,465.77,456.11,460.38,1132976
2024-07-12,462.36,464.9,459.53,463.73,579436
2024-07-15,466.71,467.25,462.78,463.88,783092
2024-07-16,463.75,469.19,463.75,468.58,736547
2024-07-17,470.0,476.775,469.7045,476.07,1123060
2024-07-18,474.5,480.86,473.015,476.0,981061
2024-07-19,479.54,479.54,472.8143,474.92,889361
2024-07-22,475.0,476.13,472.85,474.59,881562
2024-07-23,488.84,501.77,482.86,501.29,2579132
2024-07-24,505.0,519.59,501.41,515.2,2580066
2024-07-25,515.0,526.69,512.87,521.4,1923901
2024-07-26,522.29,528.64,520.011,524.8,1141310
2024-07-29,523.0,529.46,519.26,527.64,961345
2024-07-30,527.95,538.46,525.03,537.66,1234234
2024-07-31,543.0,547.0,538.18,541.92,1481529
2024-08-01,544.04,549.12,540.69,548.86,1271748
2024-08-02,551.12,561.12,541.39,548.77,1484756
2024-08-05,553.16,562.6,538.24,545.38,1683773
2024-08-06,545.98,549.48,541.14,541.56,1033745
2024-08-07,539.87,552.17,536.7374,548.51,1306584
2024-08-08,545.51,553.685,543.69,551.62,846337
2024-08-09,552.16,553.6107,548.1295,551.58,825286
2024-08-12,551.07,557.56,550.4,556.91,793920
2024-08-13,556.9,559.69,552.31,559.42,793610
2024-08-14,558.08,564.22,557.0,563.22,796727
2024-08-15,561.8,564.08,558.83,560.29,974590
2024-08-16,561.3,562.425,557.0,560.13,912022
2024-08-19,555.32,562.76,555.25,558.39,709735
2024-08-20,557.97,558.9,550.96,557.01,972254
2024-08-21,558.38,559.9899,553.31,553.76,883062
2024-08-22,554.18,558.1801,553.2701,557.03,774578
2024-08-23,558.0,558.87,552.78,555.01,870355
2024-08-26,556.11,560.14,556.11,558.1,795360
2024-08-27,559.45,562.1901,557.02,560.41,749831
2024-08-28,562.2,568.73,561.78,563.98,829310
2024-08-29,564.0,568.57,563.0,566.85,662462
2024-08-30,564.97,569.09,562.55,568.1,1082809
2024-09-03,567.33,572.0,565.19,567.22,1267110
2024-09-04,569.34,578.73,568.72,574.78,893848
2024-09-05,575.2,575.92,564.41,568.59,841029
2024-09-06,569.05,572.11,564.95,566.63,976688
2024-09-09,567.51,578.0,567.48,576.57,810168
2024-09-10,577.56,577.8525,570.42,572.19,756528
2024-09-11,571.2,572.41,561.0701,566.96,809242
2024-09-12,565.0,568.97,563.9,568.27,739418
2024-09-13,567.0,572.455359,564.53,569.91,638809
2024-09-16,574.41,577.0,568.9901,572.92,597813
2024-09-17,566.66,568.11,563.6001,567.01,739890
2024-09-18,566.32,569.54,562.28,565.49,731817
2024-09-19,566.47,567.525,562.1629,565.18,917669
2024-09-20,563.08,573.5,562.94,571.92,3794353
2024-09-23,571.5,581.75,570.82,580.51,884699
2024-09-24,578.93,581.16,576.15,578.63,690123
2024-09-25,581.56,583.75,576.8648,577.94,844517
2024-09-26,575.0,582.53,574.44,577.4,746294
2024-09-27,577.65,584.0734,575.33,582.36,848122
2024-09-30,584.14,584.95,579.21,584.56,975501
2024-10-01,586.12,611.49,581.91,605.86,2356212
2024-10-02,604.94,610.0,601.4225,603.2,1192488
2024-10-03,604.44,609.0,601.0001,605.82,856577
2024-10-04,603.66,606.29,599.32,605.13,560051
2024-10-07,607.0,611.59,604.0,605.54,1102382
2024-10-08,607.22,610.7499,603.09,608.05,571794
2024-10-09,606.71,607.14,603.02,605.11,543837
2024-10-10,606.11,607.29,596.22,597.49,853770
2024-10-11,600.58,604.55,600.0871,604.17,526025
2024-10-14,606.0,611.99,603.7752,610.87,562291
2024-10-15,612.5,614.62,603.72,605.0,849839
2024-10-16,603.0,613.01,602.62,612.83,549404
2024-10-17,612.83,614.4799,607.24,609.62,617493
2024-10-18,611.39,613.3699,608.49,611.81,864086
2024-10-21,615.64,618.95,611.36,614.61,1017480
2024-10-22,606.9,608.34,574.0001,576.98,2259193
2024-10-23,577.02,582.18,571.0,571.1,1402177
2024-10-24,570.73,573.93,564.18,564.21,1102782
2024-10-25,566.7,569.9799,561.1,562.29,1077563
2024-10-28,563.0,563.155,554.495,555.17,1278667
2024-10-29,552.8,553.4,546.41,546.8,1041740
2024-10-30,546.9,551.26,543.2,545.94,1005163
2024-10-31,547.04,551.6799,542.675,546.05,1245472
2024-11-01,548.0,549.33,544.62,545.35,792756
2024-11-04,545.7,548.81,540.41,543.1,827556
2024-11-05,545.0,547.17,542.0,546.75,610142
2024-11-06,561.4,561.4,540.0001,551.82,1751305
2024-11-07,555.0,556.9999,549.67,551.84,818596
2024-11-08,555.47,566.8099,554.72,564.56,1166089
2024-11-11,570.22,576.1499,569.8,570.58,1171364
2024-11-12,574.32,576.43,564.8,565.96,1133912
2024-11-13,564.0,565.0,556.3301,557.73,1118648
2024-11-14,561.35,561.35,533.785,538.99,1972732
2024-11-15,537.87,542.54,531.4237,534.83,1757312
2024-11-18,536.4,537.98,528.738,530.96,1298755
2024-11-19,537.08,539.32,531.21,533.26,936050
2024-11-20,534.18,535.23,529.2,534.73,994374
2024-11-21,535.14,544.68,533.715,542.01,1321954
2024-11-22,545.0,546.0,539.92,542.22,1311155
2024-11-25,532.98,534.16,514.9,521.89,3613491
2024-11-26,519.39,524.06,519.39,521.45,1345788
2024-11-27,523.54,529.99,523.17,525.75,890394
2024-11-29,527.77,529.48,524.59,529.41,658246
2024-12-02,525.25,526.785,519.3,520.34,1115967
2024-12-03,520.14,521.5,516.2501,517.0,1188389
2024-12-04,516.13,519.826,513.14,517.5,1543010
2024-12-05,517.42,520.56,514.01,517.48,1113691
2024-12-06,515.72,517.44,509.6,513.03,1285011
2024-12-09,511.19,516.3608,508.55,510.01,1170477
2024-12-10,509.16,514.6099,508.1,512.94,1178870
2024-12-11,513.8,514.0,503.305,504.24,1307967
2024-12-12,500.0,501.095,488.71,496.58,1863009
2024-12-13,495.57,499.2222,492.18,494.65,990249
2024-12-16,494.8,494.8,490.15,491.65,1483720
2024-12-17,489.055,493.0,487.76,490.61,1354504
2024-12-18,489.5,490.24,482.41,482.94,1424702
2024-12-19,480.0,484.0,477.305,479.66,1250426
2024-12-20,479.45,489.02,477.77,489.02,3973490
2024-12-23,487.43,488.8534,481.83,486.49,1053854
2024-12-24,486.06,488.73,484.01,488.13,375892
2024-12-26,488.0,493.4699,486.27,489.98,662456
2024-12-27,488.38,493.4,486.38,488.97,820791
2024-12-30,486.0,486.55,481.85,483.37,887811
2024-12-31,484.38,486.53,482.0,485.94,731985
2025-01-02,485.94,489.72,481.4201,482.25,953946
2025-01-03,481.42,483.9224,480.91,481.82,817601
2025-01-06,478.75,480.0,465.86,466.0,1698606
2025-01-07,465.72,473.415,462.94,463.96,1276844
2025-01-08,463.5,469.22,461.24,468.85,998673
2025-01-10,468.0,471.59,465.73,468.05,1127790
2025-01-13,469.0,484.8199,468.8,483.16,1435205
2025-01-14,485.0,485.2012,477.97,484.46,1162107
2025-01-15,487.76,487.76,480.37,483.97,882406
2025-01-16,481.8,486.9999,481.5,486.86,956516
2025-01-17,487.54,492.045,484.1948,490.32,1337574
2025-01-21,495.0,509.5499,494.72,506.29,1615890
2025-01-22,503.24,505.53,495.18,499.34,1325048
2025-01-23,503.52,506.0,493.98,497.28,913142
2025-01-24,495.0,497.29,494.6048,496.96,759695
2025-01-27,500.09,507.11,496.78,503.69,1948555
2025-01-28,473.7,479.73,457.27,457.45,4023939
2025-01-29,460.0,462.49,449.4,454.36,2396823
2025-01-30,456.58,459.89,451.32,459.65,1911777
2025-01-31,460.0,464.23,457.15,462.95,1474589
2025-02-03,458.8,461.332,453.575,455.42,1476323
2025-02-04,454.0,455.41,451.26,453.68,1234237
2025-02-05,457.0,457.1,448.77,449.87,1139696
2025-02-06,450.0,452.1685,444.63,448.52,1292115
2025-02-07,449.9,451.4999,443.78,444.39,1347367
2025-02-10,444.8,448.94,440.7104,448.22,1427815
2025-02-11,447.9,451.8,444.995,449.36,906230
2025-02-12,447.26,449.14,441.05,441.97,1283227
2025-02-13,442.5,445.295,432.01,434.72,2400020
2025-02-14,433.55,435.16,419.7,423.19,3252806
2025-02-18,429.69,432.93,423.5,428.54,2812914
2025-02-19,431.0,438.0,425.58,432.95,2802115
2025-02-20,429.58,438.0,429.31,436.29,1357981
2025-02-21,436.39,443.73,435.67,440.72,1652401
2025-02-24,442.0,448.28,438.5401,440.27,1946160
2025-02-25,441.75,451.6671,441.0,448.46,1715745
2025-02-26,445.83,448.0,439.34,441.5,1467161
2025-02-27,442.19,447.08,441.45,446.46,1458062
2025-02-28,447.0,450.8,445.03,450.37,1433568
2025-03-03,452.87,454.43,448.83,451.94,1579417
2025-03-04,450.78,463.739,448.49,448.82,2268654
2025-03-05,451.13,463.48,449.37,460.42,2060073
2025-03-06,461.32,463.5,453.41,461.5,1395779
2025-03-07,458.0,477.49,458.0,473.65,2169135
2025-03-10,475.46,494.2,473.7,479.17,2274250
2025-03-11,476.71,478.65,466.54,468.88,1457086
2025-03-12,465.14,466.82,456.0001,461.5,1271506
2025-03-13,460.05,468.53,459.86,467.93,1159511
2025-03-14,465.92,469.0,461.96,466.17,972659
2025-03-17,463.84,472.27,462.83,467.61,1051563
2025-03-18,468.12,471.625,465.39,469.28,881956
2025-03-19,471.23,475.69,466.7698,470.55,1122652
2025-03-20,469.16,469.9024,464.21,466.74,922084
